0 Hour,,6 Hour,,9 Hour,,15 Hour,,19 Hour,,22 Hour,,24 Hour,,48 Hour,
chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.)
-70.2491,824.031,-70.6679,-4459.9111,-70.2491,8224.06895,-70.2761,1591.29141,-70.3166,-1769.43219,-70.3252,5732.3,-70.3775,-5239.36,-70.1275,328.83333
-70.2356,409.219,-70.6544,-5197.7437,-70.2356,8277.90144,-70.2626,1452.70363,-70.3031,-1627.03219,-70.3117,5756.975,-70.364,-47.672,-70.1005,1925.97333
-70.2221,213.281,-70.6409,-5895.89629,-70.2221,8336.68221,-70.2491,1320.93106,-70.2896,-1486.93703,-70.2982,5776.75,-70.3505,-5548.34,-70.0734,1394.16444
-70.2085,231.812,-70.6274,-6545.40889,-70.2085,8401.8276,-70.2356,1197.37369,-70.2761,-1350.49672,-70.2847,5791.375,-70.3369,10443.5,-70.0464,86.80533
-70.195,131.625,-70.6139,-7142.44149,-70.195,8474.00464,-70.2221,1083.03147,-70.2626,-1218.51126,-70.2712,5800.65,-70.3234,10009.9,-70.0194,-1433.52889
-70.1815,-195.781,-70.6004,-7679.31409,-70.1815,8555.13008,-70.2085,979.03721,-70.2491,-1091.68063,-70.2577,5804.4,-70.3099,825.109,-69.9924,-3355.69333
-70.168,-414.562,-70.5868,-8148.66367,-70.168,8645.70394,-70.195,886.17533,-70.2356,-970.65485,-70.2442,5802.425,-70.2964,-3112.86,-69.9653,-4451.28889
-70.1545,-288.937,-70.5733,-8549.85627,-70.1545,8745.72627,-70.1815,805.27852,-70.2221,-855.4839,-70.2307,5794.65,-70.2829,-686.031,-69.9383,-3451.80444
-70.141,-0.34375,-70.5598,-8878.08887,-70.141,8855.6971,-70.168,737.14675,-70.2085,-746.25917,-70.2172,5780.95,-70.2694,5162.14,-69.9113,-1894
-70.1275,260.844,-70.5463,-9129.52147,-70.1275,8974.61648,-70.1545,682.12999,-70.195,-642.94793,-70.2037,5761.275,-70.2559,7725.34,-69.8843,-2154.47111
-70.114,515.969,-70.5328,-9304.15406,-70.114,9100.98445,-70.141,640.82821,-70.1815,-545.09152,-70.1901,5735.55,-70.2424,6867.88,-69.8573,-3458.69333
-70.1005,831.625,-70.5193,-9401.98666,-70.1005,9234.30104,-70.1275,613.49138,-70.168,-452.33995,-70.1766,5703.85,-70.2289,18141.3,-69.8302,-3343.64
-70.0869,1310.22,-70.5058,-9420.45926,-70.0869,9371.97918,-70.114,600.41946,-70.1545,-363.89319,-70.1631,5666.2,-70.2153,1728.53,-69.8032,-2104.27556
-70.0734,2009.16,-70.4923,-9362.13186,-70.0734,9511.19276,-70.1005,601.61243,-70.141,-279.15127,-70.1496,5622.675,-70.2018,4034.8,-69.7762,-1984.77778
-70.0599,2772.63,-70.4788,-9229.56446,-70.0599,9648.85509,-70.0869,617.10407,-70.1275,-197.21417,-70.1361,5573.4,-70.1883,5529.12,-69.7492,-2899.41778
-70.0464,3371.19,-70.4652,-9023.07404,-70.0464,9782.46619,-70.0734,646.67683,-70.114,-117.18189,-70.1226,5518.6,-70.1748,4244.44,-69.7222,-3022.33333
-70.0329,3631.62,-70.4517,-8748.42664,-70.0329,9908.52611,-70.0599,690.21439,-70.1005,-38.25443,-70.1091,5458.4,-70.1613,5438.83,-69.6951,-2719.36
-70.0194,3549.25,-70.4382,-8408.49924,-70.0194,10022.5349,-70.0464,747.36671,-70.0869,40.52651,-70.0956,5393.125,-70.1478,3096.05,-69.6681,-3485.13778
-70.0059,3318.72,-70.4247,-8004.57184,-70.0059,10120.99258,-70.0329,817.83377,-70.0734,119.8943,-70.0821,5323.025,-70.1343,-150.813,-69.6411,-3871.83111
-69.9924,3037.31,-70.4112,-7544.32443,-69.9924,10200.39921,-70.0194,901.01554,-70.0599,200.50727,-70.0685,5248.4,-70.1208,-6721.11,-69.6141,-1584.13778
-69.9789,2655.09,-70.3977,-7030.31703,-69.9789,10256.75481,-70.0059,996.51198,-70.0464,283.06544,-70.055,5169.625,-70.1073,-2766.59,-69.587,838.94222
-69.9653,2182.5,-70.3842,-6466.38963,-69.9653,10286.4689,-69.9924,1103.67307,-70.0329,368.16879,-70.0415,5087.075,-70.0938,12555.9,-69.56,-1659.83556
-69.9518,1679.84,-70.3707,-5858.94223,-69.9518,10286.2222,-69.9789,1221.84877,-70.0194,456.16734,-70.028,5001.15,-70.0802,-710.188,-69.533,-7979.51111
-69.9383,1190.03,-70.3572,-5213.09483,-69.9383,10252.92459,-69.9653,1350.42385,-70.0059,547.16108,-70.0145,4912.3,-70.0667,-8125.8,-69.506,-10588.26667
-69.9248,744.406,-70.3437,-4531.40743,-69.9248,10184.07612,-69.9518,1488.47879,-69.9924,641.30001,-70.001,4820.9,-70.0532,-6991.12,-69.479,-5984.31111
-69.9113,325.75,-70.3301,-3819.31701,-69.9113,10078.17683,-69.9383,1635.34826,-69.9789,738.28415,-69.9875,4727.475,-70.0397,3294.33,-69.4519,70.47244
-69.8978,-71.6875,-70.3166,-3083.86961,-69.8978,9932.72675,-69.9248,1790.08223,-69.9653,838.02146,-69.974,4632.425,-70.0262,-1403.31,-69.4249,806.13778
-69.8843,-428.969,-70.3031,-2330.5022,-69.8843,9747.72592,-69.9113,1951.88065,-69.9518,939.89596,-69.9605,4536.25,-70.0127,603.5,-69.3979,-2674.36
-69.8708,-692.375,-70.2896,-1561.7748,-69.8708,9522.67438,-69.8978,2119.84351,-69.9383,1043.41567,-69.9469,4439.425,-69.9992,4069.61,-69.3709,-4408.97333
-69.8573,-623.25,-70.2761,-782.8074,-69.8573,9258.07217,-69.8843,2292.77077,-69.9248,1147.73058,-69.9334,4342.4,-69.9857,2507.7,-69.3439,-1973.30667
-69.8438,99.9688,-70.2626,1.47918,-69.8438,8955.41934,-69.8708,2469.81241,-69.9113,1252.1407,-69.9199,4245.65,-69.9722,3817.78,-69.3168,1933.80444
-69.8302,1359.22,-70.2491,789.38767,-69.8302,8615.62162,-69.8573,2649.76839,-69.8978,1355.54603,-69.9064,4149.625,-69.9586,2146.63,-69.2898,4011.38667
-69.8167,2564.81,-70.2356,1574.71246,-69.8167,8241.36727,-69.8438,2831.58868,-69.8843,1457.19657,-69.8929,4054.775,-69.9451,6797.78,-69.2628,3192.47111
-69.8032,3221.66,-70.2221,2351.05347,-69.8032,7835.06241,-69.8302,3014.15911,-69.8708,1555.89233,-69.8794,3961.55,-69.9316,14724.7,-69.2358,471.60889
-69.7897,3358.22,-70.2085,3118.12136,-69.7897,7400.70708,-69.8167,3196.05804,-69.8573,1650.8333,-69.8659,3870.35,-69.9181,12537,-69.2087,-1728.69333
-69.7762,3282.84,-70.195,3870.09446,-69.7762,6940.80131,-69.8032,3376.17119,-69.8438,1741.01949,-69.8524,3781.6,-69.9046,1511.25,-69.1817,-1383.19556
-69.7627,3106.03,-70.1815,4602.84358,-69.7627,6460.84515,-69.7897,3553.29853,-69.8302,1825.60852,-69.8389,3695.675,-69.8911,-6242.62,-69.1547,472.24889
-69.7492,2869.25,-70.168,5317.64867,-69.7492,5963.83864,-69.7762,3726.04003,-69.8167,1903.73512,-69.8253,3613,-69.8776,2278.66,-69.1277,784.86222
-69.7357,2761.44,-70.1545,6009.38966,-69.7357,5454.2818,-69.7627,3893.09566,-69.8032,1974.85694,-69.8118,3533.9,-69.8641,753.391,-69.1007,-824.83556
-69.7222,2933.72,-70.141,6679.34647,-69.7222,4937.1747,-69.7492,4053.16539,-69.7897,2038.32399,-69.7983,3458.675,-69.8506,8866.56,-69.0736,-1337.64
-69.7086,3345.5,-70.1275,7322.39905,-69.7086,4416.91971,-69.7357,4204.99919,-69.7762,2093.98626,-69.7848,3387.675,-69.837,4956.98,-69.0466,239.97244
-69.6951,3709.81,-70.114,7943.66732,-69.6951,3896.71179,-69.7222,4347.34703,-69.7627,2141.34377,-69.7713,3321.15,-69.8235,-3028.7,-69.0196,360.05556
-69.6816,3696.19,-70.1005,8540.59122,-69.6816,3381.95372,-69.7086,4478.89568,-69.7492,2180.54651,-69.7578,3259.35,-69.81,-5468,-68.9926,-3482.77778
-69.6681,3369,-70.0869,9114.15978,-69.6681,2875.64554,-69.6951,4598.52161,-69.7357,2211.54448,-69.7443,3202.525,-69.7965,-4369.48,-68.9655,-7946.93333
-69.6546,3066.53,-70.0734,9663.67456,-69.6546,2381.78727,-69.6816,4705.16149,-69.7222,2234.58769,-69.7308,3150.775,-69.783,2138.22,-68.9385,-8176.75556
-69.6411,2911.22,-70.0599,10193.96477,-69.6411,1903.87896,-69.6681,4797.71529,-69.7086,2250.03344,-69.7173,3104.25,-69.7695,-6201.31,-68.9115,-4538.84444
-69.6276,2704.12,-70.0464,10705.03034,-69.6276,1444.42065,-69.6546,4875.38298,-69.6951,2258.21709,-69.7038,3063.05,-69.756,8348.34,-68.8845,-1342.75111
-69.6141,2197.97,-70.0329,11200.7112,-69.6141,1006.41238,-69.6411,4937.41452,-69.6816,2259.54599,-69.6902,3027.2,-69.7425,8833.56,-68.8575,-615.75111
-69.6006,1330.16,-70.0194,11682.2873,-69.6006,591.35418,-69.6276,4982.95989,-69.6681,2254.67013,-69.6767,2996.65,-69.729,-3532.44,-68.8304,-876.55556
-69.587,364.094,-70.0059,12153.59856,-69.587,201.64512,-69.6141,5011.76906,-69.6546,2244.03951,-69.6632,2971.325,-69.7154,1117.72,-68.8034,-893.19556
-69.5735,-253.125,-69.9924,12614.64491,-69.5735,-162.01317,-69.6006,5023.392,-69.6411,2228.10414,-69.6497,2951.1,-69.7019,8856.41,-68.7764,-956.19556
-69.56,-448.969,-69.9789,13071.8263,-69.56,-498.22127,-69.587,5017.7164,-69.6276,2207.41403,-69.6362,2935.8,-69.6884,574.672,-68.7494,-917.77778
-69.5465,-471.188,-69.9653,13526.13008,-69.5465,-806.47913,-69.5735,4994.71689,-69.6141,2182.21916,-69.6227,2925.125,-69.6749,1732.42,-68.7224,-201.19422
-69.533,-512.156,-69.9518,13978.14113,-69.533,-1086.78671,-69.56,4954.63104,-69.6006,2152.96955,-69.6092,2918.8,-69.6614,16242.9,-68.6953,409.88889
-69.5195,-638.219,-69.9383,14430.12702,-69.5195,-1339.14399,-69.5465,4897.80885,-69.587,2119.67218,-69.5957,2916.475,-69.6479,11394.5,-68.6683,-325
-69.506,-673.656,-69.9248,14884.64766,-69.506,-1563.55091,-69.533,4824.90027,-69.5735,2082.41305,-69.5822,2917.725,-69.6344,12053.7,-68.6413,-1698.80444
-69.4925,-290.75,-69.9113,15339.143,-69.4925,-1761.00744,-69.5195,4736.75527,-69.56,2041.19918,-69.5686,2922.15,-69.6209,7238.53,-68.6143,-2028.47111
-69.479,439.75,-69.8978,15797.45297,-69.479,-1932.01354,-69.506,4634.07383,-69.5465,1995.68057,-69.5551,2929.225,-69.6074,12451.2,-68.5872,-1588.55556
-69.4654,1021.25,-69.8843,16257.01751,-69.4654,-2078.17347,-69.4925,4518.30591,-69.533,1945.70723,-69.5416,2938.525,-69.5939,2425.22,-68.5602,-1992.44444
-69.4519,1270.69,-69.8708,16716.55654,-69.4519,-2200.27895,-69.479,4390.50149,-69.5195,1890.67915,-69.5281,2949.475,-69.5803,-5524.58,-68.5332,-3002.30667
-69.4384,1381.88,-69.8573,17172.22999,-69.4384,-2300.43389,-69.4654,4252.39917,-69.506,1830.24634,-69.5146,2961.625,-69.5668,-1911.12,-68.5062,-2730.41778
-69.4249,1479.16,-69.8438,17622.75781,-69.4249,-2379.13824,-69.4519,4105.27175,-69.4925,1763.7588,-69.5011,2974.425,-69.5533,4254.22,-68.4792,-1060.58222
-69.4114,1550.94,-69.8302,18066.56548,-69.4114,-2438.89196,-69.4384,3951.00773,-69.479,1690.56653,-69.4876,2987.375,-69.5398,1651.98,-68.4521,-119.91689
-69.3979,1514.44,-69.8167,18495.28163,-69.3979,-2481.19502,-69.4249,3791.35709,-69.4654,1610.12621,-69.4741,3000.025,-69.5263,1122.98,-68.4251,-835.39111
-69.3844,1351.19,-69.8032,18906.05194,-69.3844,-2507.54737,-69.4114,3628.21978,-69.4519,1521.72446,-69.4606,3011.95,-69.5128,781.906,-68.3981,-1578.66667
-69.3709,1250.16,-69.7897,19292.47635,-69.3709,-2519.94897,-69.3979,3463.3958,-69.4384,1424.81798,-69.447,3022.7,-69.4993,-3842.56,-68.3711,-1270.91556
-69.3574,1492.81,-69.7762,19651.99479,-69.3574,-2520.39979,-69.3844,3298.93509,-69.4249,1319.00679,-69.4335,3031.975,-69.4858,3597.11,-68.344,-1638.13778
-69.3439,2133.97,-69.7627,19974.36719,-69.3439,-2510.39979,-69.3709,3136.58764,-69.4114,1203.89088,-69.42,3039.425,-69.4723,2622.08,-68.317,-4616.8
-69.3303,2961.56,-69.7492,20257.03349,-69.3303,-2492.05688,-69.3574,2978.3534,-69.3979,1079.27025,-69.4065,3044.85,-69.4587,-4423.48,-68.29,-8681.82222
-69.3168,3763.66,-69.7357,20491.03361,-69.3168,-2467.65547,-69.3439,2825.98236,-69.3844,945.14491,-69.393,3048.025,-69.4452,-12966,-68.263,-9809.55556
-69.3033,4560.78,-69.7222,20671.2475,-69.3033,-2438.80313,-69.3303,2680.96411,-69.3709,801.46486,-69.3795,3048.8,-69.4317,-8984.8,-68.236,-6416.17778
-69.2898,5534.47,-69.7086,20796.09889,-69.2898,-2407.4998,-69.3168,2545.06946,-69.3574,648.78009,-69.366,3047.15,-69.4182,5139.47,-68.2089,-1945.55556
-69.2763,6812.06,-69.6951,20854.65991,-69.2763,-2375.74546,-69.3033,2419.58791,-69.3439,487.49062,-69.3525,3043.025,-69.4047,5988.87,-68.1819,-1139.61333
-69.2628,8277.22,-69.6816,20845.35448,-69.2628,-2345.54005,-69.2898,2305.76943,-69.3303,318.40277,-69.339,3036.45,-69.3912,-1005.48,-68.1549,-4037.58222
-69.2493,9484.56,-69.6681,20761.78255,-69.2493,-2318.88355,-69.2763,2204.614,-69.3168,142.40386,-69.3254,3027.5,-69.3777,229.625,-68.1279,-5733.06667
-69.2358,10070.1,-69.6546,20603.94405,-69.2358,-2296.77591,-69.2628,2116.92157,-69.3033,-39.29976,-69.3119,3016.275,-69.3642,1170.91,-68.1009,-3063.47111
-69.2223,10009.8,-69.6411,20369.27892,-69.2223,-2282.21709,-69.2493,2043.34212,-69.2898,-225.30808,-69.2984,3002.95,-69.3507,-12494.1,-68.0738,866.05778
-69.2087,9416.19,-69.6276,20053.94707,-69.2087,-2275.81828,-69.2358,1984.22563,-69.2763,-414.32109,-69.2849,2987.675,-69.3371,-3367.66,-68.0468,1358.83111
-69.1952,8503.91,-69.6141,19660.50846,-69.1952,-2280.35735,-69.2223,1939.67205,-69.2628,-604.3888,-69.2714,2970.675,-69.3236,5095.56,-68.0198,-899.28
-69.1817,7632.78,-69.6006,19188.963,-69.1817,-2296.94513,-69.2087,1909.67185,-69.2493,-793.8612,-69.2579,2952.15,-69.3101,2438.05,-67.9928,-1737.86222
-69.1682,7062.28,-69.587,18639.01268,-69.1682,-2327.08157,-69.1952,1893.89412,-69.2358,-980.7883,-69.2444,2932.325,-69.2966,7231.97,-67.9657,-986.30667
-69.1547,6781.5,-69.5735,18016.37315,-69.1547,-2372.26664,-69.1817,1891.92921,-69.2223,-1163.27008,-69.2309,2911.45,-69.2831,8269.42,-67.9387,-2288.66667
-69.1412,6651.75,-69.56,17320.74658,-69.1412,-2433.5003,-69.1682,1903.02711,-69.2087,-1339.25055,-69.2174,2889.775,-69.2696,12008.2,-67.9117,-5217.15556
-69.1277,6621.09,-69.5465,16562.37291,-69.1277,-2511.2825,-69.1547,1926.33777,-69.1952,-1506.74174,-69.2039,2867.475,-69.2561,5600.62,-67.8847,-4382.94222
-69.1142,6632.12,-69.533,15742.53206,-69.1142,-2607.61322,-69.1412,1961.01117,-69.1817,-1663.73761,-69.1903,2844.875,-69.2426,4202.31,-67.8577,1119.80444
-69.1007,6624.16,-69.5195,14871.46398,-69.1007,-2722.4924,-69.1277,2005.74728,-69.1682,-1808.48817,-69.1768,2822.125,-69.2291,11647,-67.8306,4161.27556
-69.0871,6740.19,-69.506,13951.72859,-69.0871,-2856.03448,-69.1142,2059.39606,-69.1547,-1939.04341,-69.1633,2799.475,-69.2155,7806.97,-67.8036,-10.22222
-69.0736,7059.91,-69.4925,12993.56583,-69.0736,-3009.01084,-69.1007,2120.80749,-69.1412,-2053.90333,-69.1498,2777.15,-69.202,781.812,-67.7766,-5715.77778
-69.0601,7416.66,-69.479,12004.65563,-69.0601,-3180.53556,-69.0871,2188.67288,-69.1277,-2151.46792,-69.1363,2755.35,-69.1885,-4422.02,-67.7496,-5194.35556
-69.0466,7613.31,-69.4654,10994.93813,-69.0466,-3371.10859,-69.0736,2261.45961,-69.1142,-2230.58718,-69.1228,2734.225,-69.175,3069.25,-67.7226,-195.08311
-69.0331,7477.44,-69.4519,9970.13265,-69.0331,-3578.72989,-69.0601,2337.90889,-69.1007,-2290.01112,-69.1093,2714.025,-69.1615,4318.56,-67.6955,1818.69333
-69.0196,6876.28,-69.4384,8937.61953,-69.0196,-3803.39943,-69.0466,2416.7707,-69.0871,-2328.93403,-69.0958,2694.875,-69.148,5977.17,-67.6685,-512.33333
-69.0061,5921.78,-69.4249,7907.63871,-69.0061,-4042.61716,-69.0331,2496.79501,-69.0736,-2346.91734,-69.0823,2676.925,-69.1345,1427,-67.6415,-2200.27556
-68.9926,5016.78,-69.4114,6887.87011,-68.9926,-4294.88305,-69.0196,2576.63178,-69.0601,-2343.65531,-69.0687,2660.4,-69.121,-1623.94,-67.6145,-1353.77778
-68.9791,4455.53,-69.3979,5887.27367,-68.9791,-4557.69705,-69.0061,2655.28099,-69.0466,-2318.94795,-69.0552,2645.35,-69.1075,-3642.14,-67.5874,-891.05778
-68.9655,4229.16,-69.3844,4909.68933,-68.9655,-4828.17681,-68.9926,2731.4426,-69.0331,-2273.14525,-69.0417,2631.975,-69.0939,3227.86,-67.5604,-1607.38667
-68.952,4134.84,-69.3709,3964.07702,-68.952,-5104.08728,-68.9791,2804.31659,-69.0196,-2206.74721,-69.0282,2620.35,-69.0804,-5130.91,-67.5334,-1176.69333
-68.9385,4004.91,-69.3574,3055.55666,-68.9385,-5381.54575,-68.9655,2872.99509,-69.0061,-2120.50382,-69.0147,2610.575,-69.0669,-11295.4,-67.5064,-91.69467
-68.925,3793.75,-69.3439,2187.96821,-68.925,-5657.05219,-68.952,2936.49383,-68.9926,-2015.4151,-69.0012,2602.725,-69.0534,-10149.7,-67.4794,-1310.47111
-68.9115,3421.97,-69.3303,1368.68972,-68.9115,-5926.10654,-68.9385,2994.20485,-68.9791,-1892.63102,-68.9877,2596.9,-69.0399,-1173.55,-67.4523,-3606.77778
-68.898,3000.06,-69.3168,598.32464,-68.898,-6185.20877,-68.925,3045.37812,-68.9655,-1753.74621,-68.9742,2593.1,-69.0264,4418.05,-67.4253,-2588.11111
-68.8845,2837.22,-69.3033,-120.86874,-68.8845,-6429.35885,-68.9115,3089.66362,-68.952,-1600.42148,-68.9607,2591.35,-69.0129,1337.69,-67.3983,934.02667
-68.871,3036.16,-69.2898,-785.0505,-68.871,-6654.55672,-68.898,3126.36131,-68.9385,-1434.30139,-68.9471,2591.625,-68.9994,-1505.39,-67.3713,1245.60889
-68.8575,3402.78,-69.2763,-1391.6607,-68.8575,-6856.30236,-68.8845,3155.07116,-68.925,-1257.33594,-68.9336,2593.9,-68.9859,-7169.22,-67.3442,-2267.02667
-68.8439,3676.44,-69.2628,-1944.5394,-68.8439,-7029.2166,-68.871,3175.59315,-68.9115,-1071.52514,-68.9201,2598.15,-68.9724,3331.11,-67.3172,-3516.83111
-68.8304,3724.97,-69.2493,-2442.40667,-68.8304,-7170.558,-68.8575,3187.57724,-68.898,-878.91898,-68.9066,2604.225,-68.9588,-6583.05,-67.2902,-538.94222
-68.8169,3595.12,-69.2358,-2885.26258,-68.8169,-7274.94705,-68.8439,3191.01638,-68.8845,-681.56746,-68.8931,2612.05,-68.9453,-6117.08,-67.2632,409.77778
-68.8034,3354.09,-69.2223,-3275.6672,-68.8034,-7338.8837,-68.8304,3185.57467,-68.871,-481.52058,-68.8796,2621.5,-68.9318,2088.44,-67.2362,-4414.50222
-68.7899,3092.97,-69.2087,-3616.48435,-68.7899,-7359.36792,-68.8169,3171.34497,-68.8575,-280.77833,-68.8661,2632.4,-68.9183,13239.2,-67.2091,-9083.06667
-68.7764,2929.66,-69.1952,-3912.22679,-68.7764,-7332.89966,-68.8034,3148.47726,-68.8439,-81.18564,-68.8526,2644.6,-68.9048,-1499.44,-67.1821,-6908.53333
-68.7629,2907.47,-69.1817,-4165.75814,-68.7629,-7257.4789,-68.7899,3116.97149,-68.8304,115.2473,-68.8391,2657.9,-68.8913,-2916.87,-67.1551,-271.11111
-68.7494,3012.5,-69.1682,-4382.19847,-68.7494,-7131.60558,-68.7764,3077.12765,-68.8169,306.87562,-68.8255,2672.075,-68.8778,975.188,-67.1281,4032.08444
-68.7359,3067.22,-69.1547,-4565.38783,-68.7359,-6954.77967,-68.7629,3029.39569,-68.8034,492.24931,-68.812,2686.975,-68.8643,4733.16,-67.1011,4028.80444
-68.7224,2884.53,-69.1412,-4721.72629,-68.7224,-6726.00114,-68.7494,2974.0756,-68.7899,669.91837,-68.7985,2702.35,-68.8508,14431.4,-67.074,1844.02667
-68.7088,2462.41,-69.1277,-4855.05393,-68.7088,-6446.39432,-68.7359,2911.76733,-68.7764,838.58282,-68.785,2718.05,-68.8372,15292.8,-67.047,-1365.11111
-68.6953,1896.94,-69.1142,-4973.05081,-68.6953,-6118.71076,-68.7224,2843.12087,-68.7629,997.29263,-68.7715,2733.825,-68.8237,9765.97,-67.02,-4310.36
-68.6818,1288.59,-69.1007,-5079.557,-68.6818,-5745.07445,-68.7088,2769.03003,-68.7494,1145.09783,-68.758,2749.5,-68.8102,5484.86,-66.993,-3835.88889
-68.6683,772.406,-69.0871,-5181.27826,-68.6683,-5328.98535,-68.6953,2690.10716,-68.7359,1281.44841,-68.7445,2764.925,-68.7967,8914.98,-66.9659,370.58356
-68.6548,390.906,-69.0736,-5284.00347,-68.6548,-4874.44342,-68.6818,2607.446,-68.7224,1405.89438,-68.731,2779.9,-68.7832,12759.3,-66.9389,3343.16444
-68.6413,68.5,-69.0601,-5393.15819,-68.6413,-4387.44864,-68.6683,2522.09652,-68.7088,1518.09047,-68.7175,2794.325,-68.7697,-3369.77,-66.9119,1852.30667
-68.6278,-254.438,-69.0466,-5512.58249,-68.6278,-3874.00094,-68.6548,2435.20869,-68.6953,1617.82717,-68.7039,2808.025,-68.7562,-5672.36,-66.8849,-695.13778
-68.6143,-687.469,-69.0331,-5648.67642,-68.6143,-3341.10031,-68.6413,2347.98247,-68.6818,1705.35927,-68.6904,2820.9,-68.7427,-3114.58,-66.8579,-966.33333
-68.6008,-1266.41,-69.0196,-5802.72006,-68.6008,-2794.74669,-68.6278,2261.76784,-68.6683,1780.63676,-68.6769,2832.9,-68.7292,6370.98,-66.8308,-1550.52889
-68.5872,-1857.63,-69.0061,-5978.55347,-68.5872,-2243.56758,-68.6143,2177.76477,-68.6548,1844.15964,-68.6634,2843.9,-68.7156,4718.94,-66.8038,-4424.91556
-68.5737,-2327.75,-68.9926,-6180.01672,-68.5737,-1695.30822,-68.6008,2097.37323,-68.6413,1896.27792,-68.6499,2853.875,-68.7021,-1935.08,-66.7768,-5142.31111
-68.5602,-2697,-68.9791,-6405.82988,-68.5602,-1158.59576,-68.5872,2021.98782,-68.6278,1937.6416,-68.6364,2862.775,-68.6886,-1370.92,-66.7498,-1124.47111
-68.5467,-3029.91,-68.9655,-6656.3007,-68.5467,-640.43017,-68.5737,1952.76932,-68.6143,1968.85068,-68.6229,2870.525,-68.6751,12045.8,-66.7228,697.52889
-68.5332,-3182.06,-68.952,-6933.3741,-68.5332,-148.81139,-68.5602,1891.16226,-68.6008,1990.55516,-68.6094,2877.15,-68.6616,14928.7,-66.6957,-5798.35556
-68.5197,-2900.22,-68.9385,-7232.2376,-68.5197,308.76061,-68.5467,1838.21661,-68.5872,2003.60947,-68.5959,2882.575,-68.6481,16793.1,-66.6687,-13437.64444
-68.5062,-2172.97,-68.925,-7551.61127,-68.5062,725.78586,-68.5332,1795.08233,-68.5737,2008.70473,-68.5824,2886.825,-68.6346,13174.7,-66.6417,-11120.17778
-68.4927,-1332.66,-68.9115,-7886.37518,-68.4927,1096.26441,-68.5197,1762.7094,-68.5602,2006.7454,-68.5688,2889.85,-68.6211,8237.98,-66.6147,-1922.38667
-68.4792,-959.906,-68.898,-8231.4094,-68.4792,1414.1963,-68.5062,1741.99778,-68.5467,1998.58148,-68.5553,2891.675,-68.6076,6968.45,-66.5876,1116.77778
-68.4656,-1344.63,-68.8845,-8581.59399,-68.4656,1676.95091,-68.4927,1733.59745,-68.5332,1984.96297,-68.5418,2892.275,-68.594,-1457.95,-66.5606,-4236.55556
-68.4521,-2061.59,-68.871,-8929.24902,-68.4521,1879.78924,-68.4792,1738.00838,-68.5197,1966.78987,-68.5283,2891.6,-68.5805,7153.28,-66.5336,-6690.22222
-68.4386,-2275.62,-68.8575,-9269.25456,-68.4386,2021.08102,-68.4656,1755.47592,-68.5062,1944.86219,-68.5148,2889.7,-68.567,10358.9,-66.5066,-652.55556
-68.4251,-1376.62,-68.8439,-9590.40039,-68.4251,2099.8263,-68.4521,1786.15934,-68.4927,1919.82993,-68.5013,2886.525,-68.5535,11019.2,-66.4796,5573.86667
-68.4116,608.125,-68.8304,-9890.78736,-68.4116,2116.02512,-68.4386,1829.80393,-68.4792,1892.59309,-68.4878,2882.075,-68.54,9112.56,-66.4525,4755.95556
-68.3981,3093.69,-68.8169,-10159.20505,-68.3981,2071.6775,-68.4251,1886.15965,-68.4656,1863.85579,-68.4743,2876.35,-68.5265,10543.3,-66.4255,1266.19556
-68.3846,5199,-68.8034,-10387.97351,-68.3846,1968.7835,-68.4116,1954.62648,-68.4521,1834.00976,-68.4608,2869.375,-68.513,10800.3,-66.3985,663.77778
-68.3711,6375.28,-68.7899,-10570.69281,-68.3711,1810.84314,-68.3981,2034.40438,-68.4386,1803.75916,-68.4472,2861.1,-68.4995,13381.6,-66.3715,-138.97244
-68.3576,6883.13,-68.7764,-10702.24301,-68.3576,1602.85648,-68.3846,2124.54332,-68.4251,1773.60399,-68.4337,2851.625,-68.486,-33.5469,-66.3444,-4722.26667
-68.344,7148.19,-68.7629,-10777.50419,-68.344,1349.6898,-68.3711,2223.89327,-68.4116,1743.94425,-68.4202,2840.925,-68.4725,-3459.95,-66.3174,-8438
-68.3305,7080.44,-68.7494,-10790.07641,-68.3305,1056.61029,-68.3576,2331.15421,-68.3981,1715.22994,-68.4067,2829.05,-68.4589,8240.3,-66.2904,-6341.55556
-68.317,6492.03,-68.7359,-10737.39973,-68.317,731.48459,-68.344,2444.67223,-68.3846,1687.56106,-68.3932,2816.05,-68.4454,-30.0156,-66.2634,-2554.39111
-68.3035,5546.94,-68.7224,-10616.91423,-68.3035,380.31273,-68.3305,2562.90512,-68.3711,1661.18762,-68.3797,2802.05,-68.4319,2187.98,-66.2364,-3112.11111
-68.29,4579.34,-68.7088,-10428.93198,-68.29,11.09476,-68.317,2684.1989,-68.3576,1636.25962,-68.3662,2787.075,-68.4184,-6176.77,-66.2093,-5381.11111
-68.2765,3875.47,-68.6953,-10172.82925,-68.2765,-368.66928,-68.3035,2806.55355,-68.344,1612.68088,-68.3527,2771.25,-68.4049,-7564.8,-66.1823,-3321.08444
