0 Hour,,6 Hour,,9 Hour,,15 Hour,,19 Hour,,22 Hour,,24 Hour,,48 Hour,
chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.),chemical shift (ppm),Intensity (a.u.)
-26.7307,-7449.47,-27.1495,-3806.13397,-26.7307,4190.44534,-26.7577,-891.11394,-26.7983,881.63798,-26.8069,-1539.2175,-26.8591,10369.9,,
-26.7172,-7752.94,-27.136,-4143.45236,-26.7172,4071.86345,-26.7442,-966.30749,-26.7848,849.52261,-26.7934,-1531.11,-26.8456,3095.36,,
-26.7037,-8027.06,-27.1225,-4478.24533,-26.7037,3968.27637,-26.7307,-1033.75335,-26.7712,803.97965,-26.7799,-1525.0775,-26.8321,10168.8,,
-26.6902,-8068.28,-27.109,-4806.67272,-26.6902,3881.68415,-26.7172,-1094.25152,-26.7577,745.07949,-26.7663,-1521,-26.8186,10969.7,,
-26.6767,-7773.59,-27.0955,-5125.53438,-26.6767,3812.58682,-26.7037,-1148.50198,-26.7442,673.21195,-26.7528,-1518.6875,-26.8051,-4244.52,,
-26.6632,-7138.81,-27.082,-5430.99012,-26.6632,3761.48442,-26.6902,-1197.30471,-26.7307,589.122,-26.7393,-1517.985,-26.7916,-1402.28,,
-26.6496,-6153.5,-27.0685,-5720.4798,-26.6496,3729.93912,-26.6767,-1241.35971,-26.7172,493.64965,-26.7258,-1518.6875,-26.778,-2056.28,,
-26.6361,-4920.91,-27.055,-5990.80324,-26.6361,3717.82663,-26.6632,-1281.46695,-26.7037,387.86989,-26.7123,-1520.625,-26.7645,-1885.59,,
-26.6226,-3634.5,-27.0415,-6237.48029,-26.6226,3725.70917,-26.6496,-1318.24501,-26.6902,273.20771,-26.6988,-1523.61,-26.751,1957.81,,
-26.6091,-2451.19,-27.0279,-6458.48417,-26.6091,3752.58677,-26.6361,-1352.25671,-26.6767,151.04312,-26.6853,-1527.4225,-26.7375,3733.48,,
-26.5956,-1536.28,-27.0144,-6650.82818,-26.5956,3798.95947,-26.6226,-1384.0706,-26.6632,23.16111,-26.6718,-1531.89,-26.724,-9141.92,,
-26.5821,-1093.56,-27.0009,-6811.2053,-26.5821,3863.8273,-26.6091,-1414.18668,-26.6496,-108.74871,-26.6583,-1536.8275,-26.7105,-14473.4,,
-26.5686,-1226.41,-26.9874,-6938.33537,-26.5686,3946.6903,-26.5956,-1442.80493,-26.6361,-242.7006,-26.6448,-1542.0475,-26.697,-8262.44,,
-26.5551,-1730.69,-26.9739,-7029.01823,-26.5551,4046.0485,-26.5821,-1470.47533,-26.6226,-376.80992,-26.6312,-1547.36,-26.6835,-3698.2,,
-26.5416,-2246.25,-26.9604,-7079.41371,-26.5416,4161.40194,-26.5686,-1497.14787,-26.6091,-509.01669,-26.6177,-1552.61,-26.67,2569.22,,
-26.528,-2603.16,-26.9469,-7090.16164,-26.528,4290.31247,-26.5551,-1523.17253,-26.5956,-637.29091,-26.6042,-1557.64,-26.6564,3904.84,,
-26.5145,-2844.22,-26.9334,-7059.34187,-26.5145,4431.65644,-26.5416,-1548.3493,-26.5821,-759.62758,-26.5907,-1562.265,-26.6429,-10118.8,,
-26.501,-3054.47,-26.9199,-6985.03424,-26.501,4582.99576,-26.528,-1572.7469,-26.5686,-874.3117,-26.5772,-1566.345,-26.6294,-3024.78,,
-26.4875,-3287.66,-26.9063,-6865.85413,-26.4875,4742.33045,-26.5145,-1596.32785,-26.5551,-979.36828,-26.5637,-1569.7025,-26.6159,2407.31,,
-26.474,-3550.59,-26.8928,-6702.0105,-26.474,4907.66055,-26.501,-1618.76086,-26.5416,-1073.15233,-26.5502,-1572.1875,-26.6024,220.75,,
-26.4605,-3805.44,-26.8793,-6491.47851,-26.4605,5076.48609,-26.4875,-1639.99591,-26.528,-1154.17439,-26.5367,-1573.625,-26.5889,12395.1,,
-26.447,-4070.84,-26.8658,-6236.17799,-26.447,5245.80711,-26.474,-1659.583,-26.5145,-1221.11841,-26.5232,-1573.86,-26.5754,7608.69,,
-26.4335,-4358.78,-26.8523,-5933.54879,-26.4335,5414.12364,-26.4605,-1677.32211,-26.501,-1273.0649,-26.5096,-1572.7025,-26.5619,9550.48,,
-26.42,-4679.91,-26.8388,-5587.43074,-26.42,5578.93572,-26.447,-1692.81321,-26.4875,-1308.97888,-26.4961,-1570,-26.5484,8751.89,,
-26.4064,-5157.22,-26.8253,-5194.62367,-26.4064,5736.80491,-26.4335,-1705.8063,-26.474,-1328.30535,-26.4826,-1565.5475,-26.5349,-458.109,,
-26.3929,-5840.06,-26.8118,-4758.32743,-26.3929,5886.10815,-26.42,-1715.95135,-26.4605,-1330.69431,-26.4691,-1559.155,-26.5213,-516.516,,
-26.3794,-6536.91,-26.7983,-4277.90184,-26.3794,6024.40705,-26.4064,-1722.71724,-26.447,-1316.05577,-26.4556,-1550.655,-26.5078,-14406.5,,
-26.3659,-6999.84,-26.7848,-3756.54675,-26.3659,6149.70163,-26.3929,-1725.9662,-26.4335,-1284.63974,-26.4421,-1539.8425,-26.4943,-2460.14,,
-26.3524,-7217.44,-26.7712,-3194.79985,-26.3524,6259.49193,-26.3794,-1725.16709,-26.42,-1236.75621,-26.4286,-1526.5475,-26.4808,4734.55,,
-26.3389,-7344.31,-26.7577,-2594.78548,-26.3389,6352.77798,-26.3659,-1720.16989,-26.4064,-1173.2409,-26.4151,-1510.5775,-26.4673,6628.2,,
-26.3254,-7451.69,-26.7442,-1958.96112,-26.3254,6427.05983,-26.3524,-1710.47458,-26.3929,-1094.92243,-26.4016,-1491.8125,-26.4538,4085.81,,
-26.3119,-7502.53,-26.7307,-1287.9666,-26.3119,6481.8375,-26.3389,-1695.93115,-26.3794,-1002.95647,-26.388,-1470.125,-26.4403,-2199.06,,
-26.2984,-7570.75,-26.7172,-586.92175,-26.2984,6515.61102,-26.3254,-1676.28958,-26.3659,-898.67305,-26.3745,-1445.405,-26.4268,11802.4,,
-26.2849,-7726.78,-26.7037,143.53358,-26.2849,6526.88044,-26.3119,-1651.19985,-26.3524,-783.64716,-26.361,-1417.61,-26.4133,11981.7,,
-26.2713,-7903.94,-26.6902,900.83957,-26.2713,6516.20699,-26.2984,-1620.61196,-26.3389,-659.4688,-26.3475,-1386.735,-26.3997,4823.44,,
-26.2578,-8166.84,-26.6767,1680.51636,-26.2578,6482.46827,-26.2849,-1584.27589,-26.3254,-527.94299,-26.334,-1352.8125,-26.3862,11994.6,,
-26.2443,-8633.47,-26.6632,2481.92414,-26.2443,6425.72555,-26.2713,-1542.11063,-26.3119,-390.82972,-26.3205,-1315.9675,-26.3727,13017,,
-26.2308,-9245.34,-26.6496,3299.40323,-26.2308,6346.47885,-26.2578,-1493.97816,-26.2984,-250.25401,-26.307,-1276.36,-26.3592,6839.39,,
-26.2173,-9810.94,-26.6361,4130.83324,-26.2173,6244.72822,-26.2443,-1439.89745,-26.2849,-107.98585,-26.2935,-1234.2175,-26.3457,3005.03,,
-26.2038,-9981.12,-26.6226,4974.39471,-26.2038,6121.97369,-26.2308,-1379.91851,-26.2713,34.00385,-26.28,-1189.89,-26.3322,16178.1,,
-26.1903,-9465.94,-26.6091,5824.32782,-26.1903,5978.7153,-26.2173,-1314.0413,-26.2578,173.76186,-26.2664,-1143.735,-26.3187,11881.8,,
-26.1768,-8351.94,-26.5956,6679.99272,-26.1768,5816.95307,-26.2038,-1242.31582,-26.2443,309.42231,-26.2529,-1096.1875,-26.3052,3591.98,,
-26.1633,-7091.84,-26.5821,7536.26959,-26.1633,5637.68705,-26.1903,-1165.04205,-26.2308,439.24017,-26.2394,-1047.7975,-26.2917,6253.83,,
-26.1497,-6143.34,-26.5686,8389.95857,-26.1497,5442.97822,-26.1768,-1082.26997,-26.2173,561.65046,-26.2259,-999.11,-26.2781,-4345.56,,
-26.1362,-5698.19,-26.5551,9237.21984,-26.1362,5235.70468,-26.1633,-994.34957,-26.2038,675.05316,-26.2124,-950.765,-26.2646,-5206.03,,
-26.1227,-5536.72,-26.5416,10076.13357,-26.1227,5016.92745,-26.1497,-901.49997,-26.1903,778.11327,-26.1989,-903.4375,-26.2511,3834.19,,
-26.1092,-5300.06,-26.528,10902.31821,-26.1092,4790.14656,-26.1362,-804.0829,-26.1768,869.70078,-26.1854,-857.8125,-26.2376,-3381.91,,
-26.0957,-5065.56,-26.5145,11711.09712,-26.0957,4557.86205,-26.1227,-702.46746,-26.1633,948.9707,-26.1719,-814.61,-26.2241,-4321.44,,
-26.0822,-5118.41,-26.501,12499.36898,-26.0822,4322.07395,-26.1092,-597.05364,-26.1497,1014.93694,-26.1584,-774.5475,-26.2106,-290.984,,
-26.0687,-5509.25,-26.4875,13265.21393,-26.0687,4086.7823,-26.0957,-488.24142,-26.1362,1067.23663,-26.1449,-738.3275,-26.1971,7793.58,,
-26.0552,-5996.13,-26.474,14002.23216,-26.0552,3853.98713,-26.0822,-376.53079,-26.1227,1105.6587,-26.1313,-706.625,-26.1836,-1042.02,,
-26.0417,-6178.41,-26.4605,14707.22381,-26.0417,3626.18847,-26.0687,-262.37173,-26.1092,1130.04315,-26.1178,-680.11,-26.1701,-7603.58,,
-26.0281,-5846.81,-26.447,15377.62906,-26.0281,3406.44707,-26.0552,-146.31423,-26.0957,1140.55498,-26.1043,-659.3275,-26.1565,-2391.33,,
-26.0146,-5176.16,-26.4335,16008.32807,-26.0146,3197.64152,-26.0417,-28.80827,-26.0822,1137.83918,-26.0908,-644.8275,-26.143,6814.55,,
-26.0011,-4405.72,-26.42,16596.121,-26.0011,3000.83259,-26.0281,89.47693,-26.0687,1122.40574,-26.0773,-637.015,-26.1295,-9651.66,,
-25.9876,-3579.28,-26.4064,17137.90457,-25.9876,2818.52031,-26.0146,208.07984,-26.0552,1095.34467,-26.0638,-636.25,-26.116,-2213.59,,
-25.9741,-2812.97,-26.3929,17629.64564,-25.9741,2652.20472,-26.0011,326.43126,-26.0417,1057.62596,-26.0503,-642.7975,-26.1025,-3322.45,,
-25.9606,-2423.97,-26.3794,18070.16113,-25.9606,2503.38585,-25.9876,444.02619,-26.0281,1010.81836,-26.0368,-656.7825,-26.089,-1177.61,,
-25.9471,-2711.59,-26.3659,18454.3312,-25.9471,2371.56374,-25.9741,560.17466,-26.0146,956.24933,-26.0233,-678.235,-26.0755,-8992.7,,
-25.9336,-3537.13,-26.3524,18782.15601,-25.9336,2258.23842,-25.9606,674.35168,-26.0011,895.77264,-26.0097,-707.11,-26.062,3797.17,,
-25.9201,-4361.03,-26.3389,19050.43572,-25.9201,2161.90993,-25.9471,785.93726,-25.9876,831.10329,-25.9962,-743.2025,-26.0485,5444.61,,
-25.9065,-4853.38,-26.3254,19259.8105,-25.9065,2082.63879,-25.9336,894.45642,-25.9741,764.24627,-25.9827,-786.265,-26.035,3005.16,,
-25.893,-5261.44,-26.3119,19408.36051,-25.893,2018.30403,-25.9201,999.18918,-25.9606,697.22658,-25.9692,-835.89,-26.0214,1715.7,,
-25.8795,-5957.75,-26.2984,19498.00592,-25.8795,1966.9662,-25.9065,1099.50122,-25.9471,632.17922,-25.9557,-891.625,-26.0079,8517.09,,
-25.866,-6798.63,-26.2849,19528.74688,-25.866,1926.12534,-25.893,1195.04621,-25.9336,571.05917,-25.9422,-952.9075,-25.9944,-2477.42,,
-25.8525,-7227.31,-26.2713,19501.95827,-25.8525,1893.78147,-25.8795,1285.12484,-25.9201,515.91145,-25.9287,-1019.125,-25.9809,-4720.03,,
-25.839,-6782.81,-26.2578,19420.65066,-25.839,1865.43464,-25.866,1369.16712,-25.9065,468.7996,-25.9152,-1089.595,-25.9674,-406.015,,
-25.8255,-5675.16,-26.2443,19288.7591,-25.8255,1838.08487,-25.8525,1446.77308,-25.893,431.48647,-25.9017,-1163.595,-25.9539,15560.3,,
-25.812,-4612.87,-26.2308,19109.48376,-25.812,1807.23221,-25.839,1517.34272,-25.8795,405.89063,-25.8881,-1240.36,-25.9404,5282.2,,
-25.7985,-3966.28,-26.2173,18887.30479,-25.7985,1769.87669,-25.8255,1580.54107,-25.866,393.4171,-25.8746,-1319.11,-25.9269,-3264.77,,
-25.785,-3749.13,-26.2038,18626.70236,-25.785,1721.51833,-25.812,1636.04813,-25.8525,395.47085,-25.8611,-1399.0625,-25.9134,1535.56,,
-25.7714,-3986.63,-26.1903,18334.07663,-25.7714,1657.71746,-25.7985,1683.55393,-25.839,413.36688,-25.8476,-1479.4075,-25.8998,4343.91,,
-25.7579,-4569.5,-26.1768,18013.90778,-25.7579,1575.35354,-25.785,1722.77347,-25.8255,447.7952,-25.8341,-1559.39,-25.8863,8289.92,,
-25.7444,-5142.09,-26.1633,17674.51595,-25.7444,1469.98689,-25.7714,1753.79236,-25.812,499.5608,-25.8206,-1638.265,-25.8728,5516.48,,
-25.7309,-5342.28,-26.1497,17319.19446,-25.7309,1339.11755,-25.7579,1776.50944,-25.7985,568.91366,-25.8071,-1715.3275,-25.8593,6468.42,,
-25.7174,-5027.69,-26.1362,16956.07701,-25.7174,1180.24555,-25.7444,1791.13531,-25.785,655.8938,-25.7936,-1789.875,-25.8458,-1351.41,,
-25.7039,-4235.91,-26.1227,16590.37709,-25.7039,990.37093,-25.7309,1797.97999,-25.7714,760.34959,-25.7801,-1861.2975,-25.8323,1993.64,,
-25.6904,-3131.75,-26.1092,16228.49486,-25.6904,768.49373,-25.7174,1797.4135,-25.7579,881.69425,-25.7665,-1929.015,-25.8188,-4157.23,,
-25.6769,-2051.41,-26.0957,15873.63047,-25.6769,514.11398,-25.7039,1790.07085,-25.7444,1019.16619,-25.753,-1992.5325,-25.8053,-6765.16,,
-25.6634,-1349.37,-26.0822,15534.1041,-25.6634,227.23171,-25.6904,1776.62705,-25.7309,1171.4454,-25.7395,-2051.36,-25.7918,6419.31,,
-25.6498,-1144.31,-26.0687,15211.1959,-25.6498,-91.59294,-25.6769,1757.93713,-25.7174,1337.35189,-25.726,-2105.125,-25.7782,7547.89,,
-25.6363,-1354.16,-26.0552,14911.30605,-25.6363,-441.48016,-25.6634,1735.05608,-25.7039,1515.15566,-25.7125,-2153.485,-25.7647,-8402.42,,
-25.6228,-1812.13,-26.0417,14635.07469,-25.6228,-818.8698,-25.6498,1708.83944,-25.6904,1703.08671,-25.699,-2196.14,-25.7512,-3907.19,,
-25.6093,-2417.91,-26.0281,14386.43368,-25.6093,-1220.76181,-25.6363,1680.80121,-25.6769,1899.07253,-25.6855,-2232.89,-25.7377,-7012.92,,
-25.5958,-3087.16,-26.0146,14166.47967,-25.5958,-1644.15617,-25.6228,1651.97691,-25.6634,2100.83964,-25.672,-2263.5775,-25.7242,7169.09,,
-25.5823,-3701.84,-26.0011,13975.94465,-25.5823,-2083.55283,-25.6093,1623.68656,-25.6498,2306.14323,-25.6585,-2288.0775,-25.7107,10114.7,,
-25.5688,-4305.47,-25.9876,13817.38879,-25.5688,-2534.45177,-25.5958,1597.33017,-25.6363,2512.43588,-25.645,-2306.3125,-25.6972,9192.05,,
-25.5553,-5055.31,-25.9741,13688.25225,-25.5553,-2990.85295,-25.5823,1574.19276,-25.6228,2717.41332,-25.6314,-2318.2975,-25.6837,8997.94,,
-25.5418,-6011.81,-25.9606,13587.8952,-25.5418,-3447.25634,-25.5688,1555.49434,-25.6093,2918.57404,-25.6179,-2324.0625,-25.6702,-5072.19,,
-25.5282,-6928.09,-25.9471,13516.31779,-25.5282,-3897.60195,-25.5553,1542.53992,-25.5958,3113.33105,-25.6044,-2323.6725,-25.6566,2260.8,,
-25.5147,-7458.44,-25.9336,13469.6802,-25.5147,-4335.50966,-25.5418,1536.36954,-25.5823,3299.39035,-25.5909,-2317.25,-25.6431,3837.55,,
-25.5012,-7683.75,-25.9201,13446.70258,-25.5012,-4754.91947,-25.5282,1537.99362,-25.5688,3474.51694,-25.5774,-2304.9525,-25.6296,5311.17,,
-25.4877,-8148.63,-25.9065,13444.27542,-25.4877,-5149.83135,-25.5147,1548.22631,-25.5553,3636.51082,-25.5639,-2286.985,-25.6161,8234.34,,
-25.4742,-9127.66,-25.893,13460.9381,-25.4742,-5514.24526,-25.5012,1567.79808,-25.5418,3783.40699,-25.5504,-2263.5475,-25.6026,997.516,,
-25.4607,-10433.4,-25.8795,13492.30124,-25.4607,-5843.66117,-25.4877,1597.09393,-25.5282,3913.62346,-25.5369,-2234.9375,-25.5891,4193.25,,
-25.4472,-11768.1,-25.866,13535.16502,-25.4472,-6132.57905,-25.4742,1636.44888,-25.5147,4025.4542,-25.5234,-2201.4375,-25.5756,-4489.59,,
-25.4337,-12763,-25.8525,13586.32959,-25.4337,-6377.99886,-25.4607,1685.95794,-25.5012,4117.97222,-25.5098,-2163.375,-25.5621,-2309.87,,
-25.4202,-13098.3,-25.839,13642.59511,-25.4202,-6575.42055,-25.4472,1745.53114,-25.4877,4190.01755,-25.4963,-2121.125,-25.5486,-2133.39,,
-25.4066,-12604.2,-25.8255,13702.04176,-25.4066,-6723.2843,-25.4337,1814.69348,-25.4742,4241.12017,-25.4828,-2075.0625,-25.535,9249.27,,
-25.3931,-11305.6,-25.812,13760.1897,-25.3931,-6819.2097,-25.4202,1893.13998,-25.4607,4270.94009,-25.4693,-2025.61,-25.5215,716.922,,
-25.3796,-9494.87,-25.7985,13815.75908,-25.3796,-6862.13688,-25.4066,1979.97103,-25.4472,4279.53731,-25.4558,-1973.2175,-25.508,901.266,,
-25.3661,-7532,-25.785,13867.47007,-25.3661,-6852.06583,-25.3931,2074.51089,-25.4337,4267.16182,-25.4423,-1918.3275,-25.4945,10720.9,,
-25.3526,-5559.44,-25.7714,13910.93176,-25.3526,-6789.9965,-25.3796,2175.63996,-25.4202,4234.69364,-25.4288,-1861.4375,-25.481,5157.91,,
-25.3391,-3740.94,-25.7579,13946.60633,-25.3391,-6676.92885,-25.3661,2282.36325,-25.4066,4182.9506,-25.4153,-1803.03,-25.4675,15949.1,,
-25.3256,-2384.41,-25.7444,13972.023,-25.3256,-6514.36286,-25.3526,2393.49078,-25.3931,4113.22201,-25.4018,-1743.64,-25.454,13348.3,,
-25.3121,-1728.03,-25.7309,13986.54195,-25.3121,-6305.79849,-25.3391,2507.74256,-25.3796,4027.09072,-25.3882,-1683.765,-25.4405,-4242.5,,
-25.2986,-1754.78,-25.7174,13992.08332,-25.2986,-6053.2357,-25.3256,2623.87361,-25.3661,3926.32673,-25.3747,-1623.905,-25.427,4840.38,,
-25.285,-2161.47,-25.7039,13987.36729,-25.285,-5760.61475,-25.3121,2740.65394,-25.3526,3812.81505,-25.3612,-1564.5925,-25.4135,6267.02,,
-25.2715,-2556.06,-25.6904,13973.03401,-25.2715,-5431.55503,-25.2986,2856.84357,-25.3391,3688.73568,-25.3477,-1506.3275,-25.3999,4461.48,,
-25.258,-2720.19,-25.6769,13949.72366,-25.258,-5068.9968,-25.285,2971.22784,-25.3256,3556.30862,-25.3342,-1449.5925,-25.3864,15929.7,,
-25.2445,-2634.19,-25.6634,13919.35638,-25.2445,-4677.44001,-25.2715,3082.6661,-25.3121,3417.84887,-25.3207,-1394.8425,-25.3729,9093.55,,
-25.231,-2447.16,-25.6498,13882.02012,-25.231,-4259.88463,-25.258,3190.25871,-25.2986,3275.60643,-25.3072,-1342.515,-25.3594,3296.91,,
-25.2175,-2457.25,-25.6363,13842.65938,-25.2175,-3819.83062,-25.2445,3293.04068,-25.285,3132.05396,-25.2937,-1293.03,-25.3459,1866.3,,
-25.204,-2796.88,-25.6228,13800.08222,-25.204,-3360.27796,-25.231,3390.19203,-25.2715,2989.27613,-25.2802,-1246.75,-25.3324,969.687,,
-25.1905,-3372.69,-25.6093,13756.8488,-25.1905,-2883.72661,-25.2175,3481.03276,-25.258,2849.58561,-25.2666,-1204.015,-25.3189,-6345.47,,
-25.177,-4097.19,-25.5958,13716.15928,-25.177,-2393.17653,-25.204,3565.1229,-25.2445,2714.83091,-25.2531,-1165.0925,-25.3054,-5285.17,,
-25.1635,-4765.78,-25.5823,13678.65383,-25.1635,-1889.12768,-25.1905,3641.99246,-25.231,2586.82402,-25.2396,-1130.235,-25.2919,-412.719,,
-25.1499,-4960.69,-25.5688,13646.25261,-25.1499,-1374.02043,-25.177,3711.30146,-25.2175,2467.22045,-25.2261,-1099.625,-25.2783,1332.89,,
-25.1364,-4568.84,-25.5553,13620.87578,-25.1364,-847.97397,-25.1635,3773.01491,-25.204,2357.3017,-25.2126,-1073.4375,-25.2648,5841.89,,
-25.1229,-3791.62,-25.5418,13603.1635,-25.1229,-311.92864,-25.1499,3826.9281,-25.1905,2258.00527,-25.1991,-1051.735,-25.2513,3537.81,,
-25.1094,-2852.91,-25.5282,13594.48265,-25.1094,234.61559,-25.1364,3873.20049,-25.177,2170.23716,-25.1856,-1034.5625,-25.2378,18156.5,,
-25.0959,-2150.28,-25.5147,13594.65987,-25.0959,792.15876,-25.1229,3911.82238,-25.1635,2094.43538,-25.1721,-1021.9225,-25.2243,12308.3,,
-25.0824,-1988,-25.5012,13603.14214,-25.0824,1360.70089,-25.1094,3942.93878,-25.1499,2030.63837,-25.1586,-1013.75,-25.2108,2431.02,,
-25.0689,-2197.78,-25.4877,13619.92962,-25.0689,1941.74203,-25.0959,3966.7747,-25.1364,1978.98772,-25.145,-1009.9525,-25.1973,1113.39,,
-25.0554,-2363.53,-25.4742,13643.10247,-25.0554,2536.28221,-25.0824,3983.45517,-25.1229,1938.83389,-25.1315,-1010.375,-25.1838,7285.45,,
-25.0419,-2244.53,-25.4607,13671.38086,-25.0419,3145.32146,-25.0689,3993.2552,-25.1094,1909.67538,-25.118,-1014.8125,-25.1703,1508.91,,
-25.0283,-1964.12,-25.4472,13702.20496,-25.0283,3769.91936,-25.0554,3996.2448,-25.0959,1890.5827,-25.1045,-1023.0475,-25.1567,2055.87,,
-25.0148,-1739.37,-25.4337,13733.65492,-25.0148,4410.95685,-25.0419,3992.61399,-25.0824,1880.66736,-25.091,-1034.7975,-25.1432,-2817.19,,
-25.0013,-1579.91,-25.4202,13761.8909,-25.0013,5068.49353,-25.0283,3982.39303,-25.0689,1878.53934,-25.0775,-1049.735,-25.1297,-6331.25,,
-24.9878,-1400.62,-25.4066,13784.43883,-24.9878,5743.52941,-25.0148,3965.72644,-25.0554,1882.86865,-25.064,-1067.5325,-25.1162,5775.94,,
-24.9743,-1285.09,-25.3931,13795.36726,-24.9743,6436.06454,-25.0013,3942.55948,-25.0419,1892.3553,-25.0505,-1087.7825,-25.1027,302.75,,
-24.9608,-1325.59,-25.3796,13793.48222,-24.9608,7145.09895,-24.9878,3912.83218,-25.0283,1905.50656,-25.037,-1110.095,-25.0892,3251.69,,
-24.9473,-1409.22,-25.3661,13773.02386,-24.9473,7869.63268,-24.9743,3876.31953,-25.0148,1920.82785,-25.0235,-1134.015,-25.0757,15899.6,,
-24.9338,-1494.59,-25.3526,13732.07235,-24.9338,8609.16575,-24.9608,3833.02657,-25.0013,1936.99648,-25.0099,-1159.0775,-25.0622,2133.78,,
-24.9203,-1677.75,-25.3391,13664.86785,-24.9203,9360.69821,-24.9473,3782.6383,-24.9878,1952.68995,-24.9964,-1184.8125,-25.0487,1234.84,,
-24.9067,-1780.84,-25.3256,13568.85052,-24.9067,10122.78958,-24.9338,3725.03475,-24.9743,1966.69476,-24.9829,-1210.6875,-25.0351,-269.469,,
-24.8932,-1504.66,-25.3121,13441.46054,-24.8932,10891.82091,-24.9203,3659.96092,-24.9608,1977.8529,-24.9694,-1236.2025,-25.0216,5003.42,,
-24.8797,-899.062,-25.2986,13280.13805,-24.8797,11665.35173,-24.9067,3587.33205,-24.9473,1985.38339,-24.9559,-1260.8275,-25.0081,9163.48,,
-24.8662,-254.719,-25.285,13082.40811,-24.8662,12439.88207,-24.8932,3507.03772,-24.9338,1988.44221,-24.9424,-1284.015,-24.9946,2207,,
-24.8527,149.625,-25.2715,12848.10103,-24.8527,13210.41196,-24.8797,3418.93316,-24.9203,1986.43588,-24.9289,-1305.25,-24.9811,726.031,,
-24.8392,53.125,-25.258,12576.02194,-24.8392,13973.94145,-24.8662,3323.19838,-24.9067,1979.09049,-24.9154,-1323.97,-24.9676,4998.23,,
-24.8257,-740.844,-25.2445,12266.811,-24.8257,14725.97057,-24.8527,3219.96841,-24.8932,1966.11033,-24.9019,-1339.6725,-24.9541,-6476.64,,
-24.8122,-2104.03,-25.231,11921.74839,-24.8122,15462.49934,-24.8392,3109.48325,-24.8797,1947.56651,-24.8883,-1351.86,-24.9406,2812.25,,
-24.7987,-3557.69,-25.2175,11542.11426,-24.7987,16178.02781,-24.8257,2992.25292,-24.8662,1923.42354,-24.8748,-1360,-24.9271,-2701.81,,
-24.7851,-4740.69,-25.204,11131.10878,-24.7851,16869.61548,-24.8122,2868.79745,-24.8527,1893.99792,-24.8613,-1363.6725,-24.9136,-6423.5,,
-24.7716,-5681.25,-25.1905,10693.85211,-24.7716,17532.64345,-24.7987,2739.87684,-24.8392,1859.66465,-24.8478,-1362.4225,-24.9,4944.81,,
-24.7581,-6441.28,-25.177,10231.62441,-24.7581,18163.17121,-24.7851,2606.28132,-24.8257,1820.88873,-24.8343,-1355.86,-24.8865,4736.12,,
-24.7446,-6920.69,-25.1635,9752.74585,-24.7446,18757.19881,-24.7716,2469.17548,-24.8122,1778.11016,-24.8208,-1343.61,-24.873,2626.11,,
-24.7311,-7206.81,-25.1499,9260.50063,-24.7311,19312.22627,-24.7581,2329.65955,-24.7987,1731.95394,-24.8073,-1325.39,-24.8595,6773.95,,
-24.7176,-7506.25,-25.1364,8761.76075,-24.7176,19824.75364,-24.7446,2188.86354,-24.7851,1682.932,-24.7938,-1300.905,-24.846,1723.55,,
-24.7041,-7672.37,-25.1229,8261.73051,-24.7041,20292.28095,-24.7311,2048.19247,-24.7716,1631.55047,-24.7803,-1269.9675,-24.8325,7381.61,,
-24.6906,-7431.72,-25.1094,7768.73006,-24.6906,20712.80823,-24.7176,1908.86636,-24.7581,1578.35629,-24.7667,-1232.39,-24.819,5035.39,,
-24.6771,-6863.34,-25.0959,7288.51956,-24.6771,21084.33551,-24.7041,1772.38022,-24.7446,1523.78447,-24.7532,-1188.0925,-24.8055,-8177.61,,
-24.6636,-6252.69,-25.0824,6828.13919,-24.6636,21405.36284,-24.6906,1640.11406,-24.7311,1468.08501,-24.7397,-1137.015,-24.792,-5167.72,,
-24.65,-5715.84,-25.0689,6393.34909,-24.65,21674.94971,-24.6771,1513.35291,-24.7176,1411.72791,-24.7262,-1079.155,-24.7784,-4573.19,,
-24.6365,-5127.41,-25.0554,5992.46945,-24.6365,21892.97722,-24.6636,1393.27177,-24.7041,1354.80317,-24.7127,-1014.61,-24.7649,-6332.94,,
-24.623,-4480.75,-25.0419,5629.34041,-24.623,22059.00488,-24.65,1281.08087,-24.6906,1297.4708,-24.6992,-943.4675,-24.7514,1181.7,,
-24.6095,-4082.06,-25.0283,5310.44553,-24.6095,22173.53272,-24.6365,1177.84981,-24.6771,1239.76078,-24.6857,-865.905,-24.7379,3052.61,,
-24.596,-4077.81,-25.0148,5041.37814,-24.596,22237.06077,-24.623,1084.33381,-24.6636,1181.61313,-24.6722,-782.1875,-24.7244,13027.4,,
-24.5825,-4365.56,-25.0013,4826.70185,-24.5825,22250.08907,-24.6095,1001.25789,-24.65,1122.99457,-24.6587,-692.5475,-24.7109,7237.31,,
-24.569,-4984.44,-24.9878,4668.97682,-24.569,22214.11765,-24.596,929.21206,-24.6365,1063.71663,-24.6451,-597.36,-24.6974,7065.27,,
-24.5555,-5945.66,-24.9743,4570.76322,-24.5555,22130.64656,-24.5825,868.41634,-24.623,1003.65105,-24.6316,-496.9525,-24.6839,5104.28,,
